Categorie_template_2,Categorie_template_1,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34
Corp rated,BBB+ to BBB-,"0,6164275637","0,3020904925","0,9483906874","0,1048607767","0,2571942734","0,1786838883","0,7123582908","0,9424299016","0,3496278814","0,9940574922","0,484944051","0,2315434638","0,2330411352","0,00228455343","0,9530066023","0,4515909189","0,8789183071","0,06927837812","0,8885478741","0,7049317285","0,8610326789","0,4639093564","0,9974416082","0,5374753931","0,7764888021","0,2445854082","0,4196026096","0,1559492465","0,2015827078","0,8723084628","0,09974323932","0,7807755967","0,8884426363","0,3111011638"
Corp rated,BB+ to BB-,"0,9762446422","0,3628853305","0,6468580241","0,8613790384","0,5731976071","0,9377671233","0,43206272","0,3238287007","0,4908834356","0,438192368","0,9625203422","0,4586314262","0,4093677461","0,2416810982","0,2208187816","0,2898771388","0,5407091785","0,6215060719","0,8600595954","0,1171059252","0,4295423676","0,01063409065","0,5029900368","0,2989202837","0,4684484798","0,1765682237","0,1303884014","0,2088050289","0,702484555","0,9539722161","0,5847345359","0,5906026731","0,3146258065","0,8196535999"
Corp rated,below BB-,"0,6213655841","0,3374102295","0,02731118045","0,352796207","0,6615932415","0,5330808764","0,005056806644","0,4634022519","0,3056409945","0,5390492868","0,03977907039","0,09910867144","0,7360239492","0,3918378501","0,7770150997","0,6699361761","0,3633366235","0,1978520099","0,9667247693","0,01810241421","0,3175405002","0,9741745483","0,5876220263","0,1819335012","0,8478945077","0,04071038017","0,8318855349","0,09364848693","0,3311435586","0,9018228003","0,3241804024","0,3586307274","0,9127763036","0,01361000637"
,unrated corporate exposures ,"0,337148532","0,1076860686","0,1164424309","0,5025282034","0,009302414004","0,8677051718","0,7175933534","0,04940489774","0,2377962705","0,5478465974","0,08453840122","0,6990347727","0,5625275772","0,8767203847","0,5380619335","0,8410351607","0,3686419561","0,1318599862","0,1679068857","0,1993498408","0,6055374121","0,7938596301","0,6134156295","0,5936200517","0,03884775435","0,5498438286","0,7547895427","0,4725711384","0,5106550382","0,7916848296","0,8434400593","0,6094599","0,3286895662","0,3452048059"
,Corporates (excluding SMEs) - rating not allowed; of which:,"0,563894991","0,1649653214","0,08360970876","0,3618188398","0,006793663015","0,6440867062","0,382411423","0,7989680482","0,4581929954","0,4458086305","0,5269321371","0,8460913495","0,238970922","0,7841567687","0,252011181","0,05063907301","0,6917992931","0,361281511","0,2216206961","0,5161650123","0,2651118454","0,08145393391","0,3739673632","0,3936648415","0,9861381277","0,7344575634","0,06564826408","0,7944127792","0,864903604","0,1827080384","0,3951405709","0,5946640268","0,04941725178","0,1225656387"
Corp unrated,investment grade,"0,1926218268","0,9701134925","0,8927950833","0,3200474308","0,3229021338","0,5801629","0,09616076149","0,5513377442","0,1322879868","0,9611544375","0,6030082356","0,820826252","0,4826419464","0,2464441699","0,7937894263","0,9859593122","0,04891011657","0,2008598875","0,8890440808","0,417944925","0,5315372024","0,957760992","0,0830474036","0,3560940965","0,7290849721","0,1954725615","0,156756116","0,5551282472","0,6362464522","0,7486070677","0,01503015046","0,7546576658","0,4560796764","0,4437333541"
Corp unrated,not investment grade,"0,6814809425","0,1875432698","0,5345186032","0,7622825625","0,6106758298","0,4842478096","0,05905888379","0,06476841311","0,6751775637","0,4232898255","0,5377442255","0,7992983908","0,1535970771","0,9987058538","0,4999129977","0,6438255513","0,09669892171","0,9027203958","0,9319927816","0,7459868723","0,3505844547","0,228094258","0,3858301121","0,4804810165","0,02285023888","0,1021030376","0,4177667676","0,9605403669","0,6274696144","0,2967320545","0,2216524805","0,6356806692","0,6255913202","0,7239314382"
,Corporate SME exposures,"0,9015890833","0,9332205006","0,8458405939","0,6255649209","0,08702619097","0,7858941245","0,4869998471","0,6541184151","0,9957611233","0,9781911097","0,7501197678","0,2450563333","0,0423881135","0,7151009035","0,7842604559","0,9976376664","0,3820127049","0,6205119323","0,3012352388","0,1856444716","0,1311298502","0,4331477998","0,7117172457","0,1066485188","0,1169952368","0,496812062","0,7011702131","0,09211762882","0,4246849705","0,867115773","0,646146552","0,4482902468","0,06279702815","0,1039320328"
,Specialised lending; of which:,"0,8872424415","0,8122366429","0,1052409927","0,5363398687","0,6865132026","0,7657725513","0,03509250409","0,7510839428","0,03701388353","0,6372282446","0,07786661756","0,8124511169","0,1526955935","0,8145765901","0,6183234315","0,8045005566","0,5829798629","0,5966979218","0,8703117363","0,9292563187","0,7908568223","0,3006227216","0,5384648859","0,7392690561","0,1646352668","0,2013597843","0,6111346736","0,5088697281","0,8695032313","0,3982120884","0,7322254927","0,1021778065","0,8796276456","0,1438661876"
Specialised Lending,rated (only for jurisdictions where rating is allowed),"0,34160747","0,2011913783","0,9243988648","0,6294309853","0,08876533779","0,3262950987","0,4152419543","0,5730434214","0,9860722893","0,2105295413","0,1615803364","0,09208733974","0,6834916113","0,9763345469","0,5495048723","0,4952056699","0,5294593627","0,5313064544","0,1251637948","0,4030023641","0,6401080803","0,3075820744","0,4517503264","0,4625722435","0,6508680839","0,8411400329","0,7157169407","0,6759501355","0,5627085959","0,441415958","0,1023881308","0,5796924372","0,7251634677","0,1518235277"
,project finance; of which:,"0,06831152489","0,9810130024","0,3275292392","0,759378829","0,1727738402","0,860205601","0,4463976535","0,05812487053","0,8348348071","0,04393297287","0,6944603746","0,7088219061","0,1664370958","0,5262798447","0,1424215122","0,6389900403","0,05149789409","0,5069178627","0,4744642875","0,3845366511","0,5641774356","0,2871919793","0,7977726218","0,7494444516","0,9240251389","0,5454992945","0,1408621047","0,5602824982","0,666134764","0,2992418515","0,3994178482","0,6885443612","0,3421343511","0,1311428443"
Specialised Lending,pre-operational phase,"0,7374588744","0,6658565442","0,03777219681","0,08686232257","0,8884962788","0,5409527673","0,2633008001","0,1164926453","0,3452036829","0,5119281014","0,9079603317","0,4002834721","0,5681350629","0,5508239496","0,7961141876","0,7412862975","0,2184427379","0,7043965131","0,03136190569","0,698755365","0,2811729708","0,1017795023","0,8090652077","0,5945537463","0,9674510276","0,7766275587","0,9059110793","0,2225444985","0,6149468113","0,208922475","0,7753756917","0,3170272165","0,2640197225","0,394944021"
Specialised Lending,operational phase,"0,9071746313","0,7273223805","0,8112429066","0,8383679463","0,6274520241","0,0463120953","0,2875363607","0,6680736977","0,6126961955","0,8433075345","0,7295216513","0,2292066069","0,3230336019","0,7604466583","0,4375360444","0,9924190048","0,1239755944","0,03724966162","0,4057717194","0,1596774639","0,8063090425","0,3691710008","0,6412946524","0,174333189","0,8469204763","0,3574344125","0,787305375","0,6857109692","0,0872199743","0,859873606","0,4719372349","0,3702241829","0,09665102232","0,9011344273"
Specialised Lending,operational phase (high quality),"0,955724279","0,2326077404","0,1463252683","0,1727202167","0,07118028791","0,7834633679","0,5847616934","0,8027222153","0,1818755777","0,1202838191","0,8705957497","0,0329421231","0,1805179868","0,07302891765","0,8073147935","0,7689270917","0,4179040368","0,14941888","0,8980729367","0,2416984216","0,6491232252","0,5138557782","0,9681634438","0,2830620922","0,5673220972","0,7351254633","0,5927785183","0,8922370421","0,2406102663","0,7144099032","0,08167394085","0,4452724591","0,3038234533","0,3115845916"
Specialised Lending,object finance,"0,013886683","0,2536969134","0,4504531116","0,7781238493","0,9680841524","0,118395892","0,6743406635","0,4182828792","0,7970231983","0,1725940477","0,7854149935","0,8608059859","0,009406173839","0,4802686788","0,6672984383","0,03081557165","0,6995400737","0,03820587013","0,3134911028","0,4120984472","0,1193880733","0,03882902031","0,6539106137","0,1868936809","0,09722145069","0,9336149732","0,4722496063","0,737989919","0,3296360253","0,02332468485","0,4746057952","0,1832065503","0,3676422216","0,9780328307"
Specialised Lending,commodity finance,"0,493982745","0,5590500441","0,6370401879","0,2390471245","0,4649253447","0,4623219915","0,460358723","0,02366764902","0,4597137934","0,296319115","0,3698928577","0,6765680093","0,9575437968","0,8729473438","0,9901505967","0,6556420315","0,9003339889","0,562627896","0,06463966005","0,1013284106","0,6473020661","0,669747428","0,6222114215","0,3086588906","0,1199600787","0,3742063278","0,1719128913","0,7540062972","0,4633652819","0,6335047238","0,03978077847","0,4249762189","0,4137201609","0,9993767569"
,Equity and subordinated debt etc exposures; of which:,"0,2019590154","0,6718004561","0,5570087369","0,2172897485","0,9378345682","0,02657665075","0,7400590544","0,4752421407","0,09834395879","0,3139666912","0,3114993705","0,3142712044","0,5252139602","0,9130004355","0,126974396","0,0766136282","0,9647128516","0,06608297239","0,143349836","0,4751754194","0,9506286957","0,8908641257","0,6625404805","0,03946683918","0,1544080355","0,04384624765","0,5496550813","0,8367648423","0,5558786383","0,2175233151","0,7266356693","0,07070652982","0,03505114116","0,9077275217"
,Equity exposures; of which:,"0,07957613724","0,6914173024","0,6035661888","0,8207781291","0,05453509282","0,7216470446","0,4920381229","0,7280846477","0,8498857635","0,8394907658","0,7252016401","0,1652463071","0,9462092581","0,9866448743","0,8428609224","0,07382262989","0,9720785281","0,0914881682","0,6522382193","0,0396708969","0,2788609053","0,6390114364","0,4676460793","0,6470118097","0,4975200659","0,1229613921","0,9038908416","0,3139073659","0,9525699826","0,8591117642","0,8627194664","0,4811291883","0,2507161208","0,9012687142"
Equity exposures,speculative unlisted,"0,7258792643","0,5008117035","0,4409576008","0,5697040924","0,180405781","0,8962909712","0,9998562505","0,2620247197","0,1907229008","0,9181843899","0,7894467736","0,7729991385","0,3677386901","0,3753059045","0,3663279659","0,6864243576","0,9374136043","0,2238095626","0,8917393677","0,7468534893","0,5270501712","0,8668346778","0,7958287189","0,8824679698","0,9799762659","0,5559165019","0,1349402857","0,1907534063","0,4802689001","0,19558473","0,4103869819","0,7103742751","0,2193606888","0,9355797261"
Equity exposures,exposures to certain legislative programs,"0,2363204708","0,6285660173","0,7136569205","0,9749428078","0,6309586182","0,7217077237","0,6771211589","0,5951837121","0,8720918584","0,3705094987","0,04861151151","0,3194112202","0,9090577564","0,8901961517","0,7454321617","0,9558160507","0,5695495194","0,3180083268","0,2849059866","0,007013799206","0,458906535","0,9048834995","0,4946304078","0,5617451424","0,5287366684","0,8125479267","0,1232199892","0,05881132622","0,9034016164","0,3059671154","0,3057903258","0,2703213493","0,8234045336","0,9469225688"
Equity exposures,others,"0,06444525131","0,8810053531","0,8477684169","0,1356052183","0,4591041587","0,2413414715","0,64888675","0,7709086887","0,8265163208","0,9641831573","0,790922599","0,2250004712","0,5752432959","0,7090433314","0,5388730654","0,5354656617","0,1168613326","0,6650306701","0,6119063969","0,7084450651","0,413205341","0,3182399765","0,9524940806","0,5371107321","0,2921953073","0,6393440195","0,2932541896","0,9272109086","0,9686767482","0,4014998391","0,608817046","0,6883331953","0,1100277701","0,4998166919"
,"Subordinated debt, capital instruments other than equity and other TLAC liabilities not deducted from capital","0,1642572238","0,3576944072","0,6693562351","0,2017464481","0,3337846863","0,1943596834","0,4757043837","0,6685609414","0,8880760952","0,3615828715","0,1018373079","0,8098048882","0,9829144067","0,5207689759","0,290834262","0,8716006036","0,29070858","0,2353394021","0,6030957292","0,5493184459","0,8432070356","0,003648293438","0,5907512622","0,1620056887","0,1461581052","0,1283677461","0,8728743693","0,1672666589","0,6568902142","0,8748867732","0,7947629891","0,8153305723","0,06441765821","0,7902147403"
,Equity investment in funds; of which:,"0,4253310633","0,153689994","0,03899681387","0,6406430743","0,308371321","0,02620762305","0,8073694339","0,2838796126","0,3845764711","0,6200029213","0,13929369","0,6456904049","0,03523404999","0,1717548156","0,6454344329","0,09261401589","0,1041525509","0,3678175714","0,470900817","0,2822246496","0,666652235","0,5040772044","0,02908324781","0,4535184526","0,5370634746","0,8348844088","0,3871600128","0,01985588718","0,957511576","0,1439313244","0,1859942547","0,09742532442","0,01721354843","0,05919730979"
Equity investment in funds,equity investment in funds (mandate-based approach),"0,9217844223","0,1993789894","0,1642381432","0,9398663759","0,933701757","0,2493862274","0,3543036239","0,4626351307","0,4541619865","0,1921135301","0,1056849299","0,1990725153","0,02305664686","0,05421103376","0,6697609932","0,8836642491","0,4997524153","0,7450804888","0,761811424","0,5775594636","0,8613504494","0,01186363426","0,6742235202","0,4856908246","0,1228225793","0,2830995476","0,08892284323","0,0857353497","0,3865008773","0,992756444","0,04035163212","0,4208757376","0,705155481","0,8484133748"
Equity investment in funds,equity investment in funds (fall back approach),"0,05962195343","0,4911510732","0,9910763887","0,2769595452","0,6627941371","0,1101816214","0,4235273708","0,5410129381","0,1883978553","0,6611857994","0,1646479109","0,8002761428","0,4473677394","0,1252911585","0,8335200545","0,2604304835","0,2748376609","0,3115112346","0,1863613883","0,9489144421","0,8289612534","0,3383053768","0,7507133433","0,7771858055","0,6911820371","0,418060911","0,8903055109","0,6592782612","0,6936430477","0,8391813969","0,08029044308","0,1579965868","0,9589960052","0,1078476006"
,Retail exposures; of which:,"0,8936658185","0,8847757476","0,8629364054","0,0439371016","0,8138025427","0,2133337263","0,7591157297","0,6370416826","0,2886048396","0,3342949293","0,4434236955","0,1775642912","0,2961213354","0,1821080989","0,01203119166","0,02698134585","0,7254682911","0,9740235301","0,416253494","0,2149816188","0,1707119003","0,504732934","0,01129905335","0,3057485797","0,5884031247","0,7288025703","0,8577846352","0,2889285687","0,7818079079","0,9633275622","0,6594705981","0,6270294138","0,9297587666","0,6184305627"
Retail exposures,regulatory retail: transactors,"0,9106513759","0,9639405615","0,9646147269","0,9957897912","0,3754765612","0,5074620731","0,07649575051","0,2326907126","0,779626064","0,2842590059","0,1894689661","0,325669831","0,1375101338","0,03441786032","0,1671697439","0,6205965102","0,550198028","0,6775917313","0,643767999","0,2315989749","0,8398311037","0,9660331323","0,376599757","0,121090233","0,8172271086","0,1063970322","0,7218120841","0,9676098097","0,6928378741","0,2708764197","0,6362503368","0,9202672353","0,4039182143","0,8137415799"
Retail exposures,regulatory retail: non-transactors,"0,3929991827","0,1307170076","0,49474637","0,03347268805","0,3195073845","0,9647917168","0,2230235214","0,1587022563","0,4987931251","0,4081663888","0,7788800248","0,2029569324","0,7096651315","0,4574427105","0,2655618853","0,6745811762","0,3157503611","0,5895507968","0,3684513371","0,6461957353","0,4140465185","0,03200412995","0,5554596039","0,9610130738","0,437779353","0,8052768584","0,1083878565","0,9689199452","0,79623674","0,8370168118","0,5899004339","0,05541878497","0,2172594452","0,9761273038"
Retail exposures,other retail,"0,232668109","0,2188850448","0,5453782005","0,8993825788","0,07426701431","0,3910098123","0,674035863","0,3667366963","0,6576553401","0,7487600933","0,7147569318","0,2107977958","0,02173505898","0,004796599473","0,4948847446","0,9999819144","0,8064685664","0,179250595","0,5140022807","0,3002696772","0,08296900307","0,266797252","0,9284361625","0,9433217408","0,9056032698","0,6098801315","0,06522275886","0,1237467992","0,4073049546","0,7135906375","0,8438624351","0,465810634","0,4751152585","0,2113398597"
